,anime_id,name,genre,type,episodes,members,rating
355,7659,Aisubeki Mirai e,Music,Music,1,966,6.52
356,23831,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,Comedy,Movie,4,6946,6.52
357,13153,Renkyori Enai,Music,Music,1,719,6.52
358,31894,The iDOLM@STER Million Live! &quot;Dreaming!&quot; Animation PV,Music,Music,1,658,6.52
359,9344,Torajima no Miime,Slice of Life,Special,2,331,6.52
360,4099,Wolf Daddy,Fantasy,Movie,1,552,6.52
361,17010,Yasashii March: The Tender March,Music,Music,1,699,6.52
362,5848,Cinnamon the Movie,Fantasy,Movie,1,493,6.51
363,17813,Kyoto Animation: Megane-hen,Thriller,Special,1,5705,6.51
364,13283,One Off,Slice of Life,OVA,4,9299,6.5
365,33934,Trigger-chan,Action,ONA,1,5051,6.51
366,3131,Ashita Tenki ni Naare,Sports,TV,47,297,6.5
367,6096,Bad Boys,Comedy,OVA,5,584,6.5
368,18669,Black Jack: Karte NG Extras,Comedy,Special,1,612,6.5
369,21167,Escha &amp; Logy no Atelier: Tasogare no Sora no Renkinjutsushi,Fantasy,TV,12,37885,6.5
370,1361,Final Fantasy: The Spirits Within,Sci-Fi,Movie,1,53822,6.5
371,10262,Gag Manga Biyori: Jump Festa 2002 Special,Comedy,Special,1,513,6.5
372,18845,Ninja Hattori-kun (2012),Comedy,TV,52,282,6.5
373,4475,Toshi wo Totta Wani,Drama,Movie,1,1638,6.5
374,3905,Wanpaku Ouji no Orochi Taiji,Adventure,Movie,1,704,6.5
375,4537,Yagami-kun no Katei no Jijou,Comedy,OVA,3,647,6.5
376,14373,Arata naru Sekai: World&#039;s/Start/Load/End,Sci-Fi,OVA,1,13647,6.49
377,1753,Di Gi Charat: Kuchi Kara Bazooka,Comedy,Special,1,1249,6.49
378,5088,Fabre-sensei wa Meitantei,Mystery,TV,26,298,6.49
379,8450,Guskou Budori no Denki,Drama,Movie,1,628,6.49
380,1884,Himesama Goyoujin,Comedy,TV,12,1623,6.49
381,4070,Black Jack: Dr. Pinoko no Mori no Bouken,Comedy,Special,1,1272,6.48
382,6130,Marie &amp; Gali,Comedy,TV,40,2373,6.48
383,2153,Saint Beast: Kouin Jojishi Tenshi Tan,Fantasy,TV,13,4707,6.48
384,20965,Wonder Garden,Fantasy,ONA,1,2855,6.48
385,20907,Ookii 1 Nensei to Chiisana 2 Nensei,Adventure,Movie,1,2830,6.47
386,5900,Jean Valjean Monogatari,Drama,Special,1,422,6.46
387,17785,Jungle wa Itsumo Hare nochi Guu: Eizou Tokuten - Maboroshi no Pilot Film,Comedy,Special,1,431,6.46
388,1883,Kappa no Kaikata,Comedy,TV,26,1209,6.46
389,3474,Push,Parody,Special,1,1272,6.46
390,16099,Sword Art Online: Sword Art Offline,Comedy,Special,9,50012,6.46
391,3472,Tenrankai no E,Comedy,Movie,1,1065,6.46
392,10306,Umi Monogatari: Kanon to Iku Amamikoshima,Comedy,Special,13,1087,6.46
393,4044,Youkai Ningen Bem,Horror,TV,26,440,6.46
394,6075,Ai no Wakakusa Yama Monogatari,Comedy,TV,12,527,6.45
395,6107,Aru Hibi no CLAMP Gakuen Tanteidan,Comedy,Special,13,685,6.45
396,29998,Asobi ni Iku yo!: Asobi ni Oide - Owari,Comedy,Special,1,3380,6.45
397,7718,Denshinbashira Elemi no Koi,Fantasy,Movie,1,1139,6.45
398,2466,Scramble Wars: Tsuppashire! Genom Trophy Rally,Parody,OVA,1,558,6.45
399,31914,Shoujo-tachi wa Kouya wo Mezasu,School,TV,12,60452,6.45
400,4941,Tezuka Osamu ga Kieta?! 20 Seiki Saigo no Kaijiken,Mystery,Special,1,331,6.45
401,28085,Wonder (Movie),Dementia,Movie,1,644,6.45
402,33689,Dive to Blue,Music,Music,1,199,6.44
403,4563,Bakkyuu HIT! Crash Bedaman,Adventure,TV,50,747,6.43
404,2822,Bamboo Bears,Comedy,TV,52,330,6.43
405,34252,STAR BEAT!: Hoshi no Kodou,Music,Music,1,230,6.39
406,13563,The Four Seasons,Slice of Life,ONA,4,1190,6.42
407,9591,Code Geass: Hangyaku no Lelouch R2: Flash Specials,Parody,Special,9,9291,6.42
408,7017,K-On!: Ura-On!,Comedy,Special,7,36560,6.42
409,25257,Persona 4 the Animation: Mr. Experiment Shorts,Comedy,Special,5,2196,6.42
410,31867,Shoujo-tachi wa Kouya wo Mezasu OVA,School,OVA,1,7194,6.42
411,6127,Toradora!: SOS!,Comedy,Special,4,54096,6.42
412,12683,Yumeyume,Music,Music,1,915,6.42
413,5396,Yuusha Shirei Dagwon: Suishou no Hitomi no Shounen,Mecha,OVA,2,284,6.42
414,32041,Mori no Densetsu: Dai Ni Gakushou,Fantasy,Movie,1,251,6.41
415,18639,Rinne no Lagrange Season 2 Specials,Comedy,Special,6,1599,6.41
416,33192,Robot Town Sagami 2028,Drama,ONA,1,386,6.41
417,8985,Yojouhan Shinwa Taikei Specials,Comedy,Special,3,10005,6.41
418,5375,Gakkyuu Ou Yamazaki,Comedy,TV,53,465,6.4
419,22443,Hello Kitty no Alps no Shoujo Heidi,Kids,OVA,1,153,6.4
420,7729,Hokkyoku no Muushika Miishika,Adventure,Movie,1,172,6.4
421,30751,Usavich Zero,Comedy,TV,13,619,6.4
422,32785,Future Card Buddyfight DDD,Game,TV,Unknown,912,6.39
423,3906,H. P. Lovecraft&#039;s The Dunwich Horror and Other Stories,Horror,OVA,1,1704,6.39
424,9748,Kaze wo Nuke!,Sports,OVA,1,187,6.39
425,10755,Lupin tai Holmes,Mystery,Special,1,331,6.39
426,25883,Taisei Kensetsu: Vietnam Noi Bai Kuukou,Drama,Special,1,2258,6.39
427,9100,Umi Monogatari: Marin no Kore Naani?,Comedy,Special,4,1229,6.39
428,24675,Future Card Buddyfight Recap,Game,Special,1,277,6.38
429,6271,Gendai Kibunroku Kaii Monogatari,Horror,OVA,1,704,6.38
430,10132,Jin Sheng Yuan,Music,Music,1,406,6.38
431,5693,"Shinran-sama: Negai, Soshite Hikari",Historical,OVA,1,150,6.38
432,3724,Taiko no Tatsujin,Game,TV,26,406,6.38
433,30445,"Wake Up, Girls! Deai no Kiroku: A Brief Recording",Music,OVA,1,810,6.39
434,28593,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. Specials,Comedy,Special,5,3818,6.38
435,32503,"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",Ecchi,Special,1,372,6.37
436,17791,Kyoto Animation: Ikitaku Naru Omise-hen,Sci-Fi,Special,1,2708,6.37
437,23897,Lovely Movie: Itoshi no Muco,Slice of Life,TV,20,503,6.37
438,32233,MitchiriNeko March,Music,Music,1,126,6.37
439,7108,Shikabane Hime: Puchitto,Comedy,Special,1,3377,6.37
440,5344,Time Bokan Series: Itadakiman,Mecha,TV,20,298,6.37
441,6276,Umezu Kazuo no Noroi,Horror,OVA,1,2361,6.37
442,20187,Genei wo Kakeru Taiyou: Fumikomenai Kokoro,Magic,Special,1,4545,6.36
443,19401,Kuusou no Sora Tobu Kikaitachi,Historical,Movie,1,651,6.36
444,9254,Mianhada Saranghanda,Drama,Movie,1,969,6.36
445,8812,Alice SOS,Adventure,TV,28,734,6.35
446,20365,Another: Misaki Mei - Shizuka ni,Music,Music,1,10775,6.36
447,6628,Dengeki Bunko 2007 Movie Festival Special,Comedy,Special,1,2793,6.35
448,3215,Fuyu no Hi,Historical,Movie,1,2380,6.35
449,9523,Minori Scramble!,Comedy,OVA,1,2208,6.35
450,10349,Suzy&#039;s Zoo: Daisuki! Witzy,Kids,TV,25,369,6.35
451,12867,Tsuki no Sango,Drama,Movie,1,1661,6.35
452,9595,Amanatsu,Sci-Fi,Movie,1,1305,6.34
453,17205,Cowboy Bebop: Ein no Natsuyasumi,Adventure,Special,1,9456,6.34
454,8178,Fujoshi no Hinkaku,Slice of Life,OVA,1,633,6.34
455,5862,Fumoon,Sci-Fi,Special,1,354,6.34
456,20929,Galo Sengen,Music,Music,1,586,6.34
457,6994,Koneko no Studio,Comedy,Movie,1,373,6.34
458,12411,UN-GO: Inga Nikki,Parody,ONA,10,4951,6.34
459,12433,Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue,Mystery,ONA,1,2609,6.33
460,17897,Hana wa Saku,Music,Special,1,762,6.32
461,1856,Kimi ga Nozomu Eien: Ayu Mayu Gekijou,Comedy,ONA,7,4503,6.32
462,3723,Koala Boy Kokki,Comedy,TV,26,360,6.32
463,30865,Umi ni Ochita Tsuki no Hanashi,Kids,Movie,1,293,6.32
464,19029,Yuyushiki: Nyanyashiki,Comedy,Special,6,6805,6.32
465,32065,Kimi no Sumu Machi,Comedy,Special,1,398,6.31
466,23989,Maken-Ki! Two Specials,Ecchi,Special,5,7858,6.32
467,3989,Suna no Bara: Yuki no Mokushiroku,Action,OVA,1,633,6.31
468,25641,Monotonous Purgatory,Music,Music,1,515,6.3
469,6523,Porong Porong Pororo,Kids,TV,52,197,6.3
470,7691,Tokimeki Memorial 4 OVA,Harem,OVA,1,1260,6.3
471,11537,Yamatarou Kaeru,Kids,OVA,1,332,6.3
472,1984,Memory,Mystery,Movie,1,1709,6.29
473,13675,Taisei Kensetsu: Bosporus Kaikyou Tunnel,Drama,Special,1,2707,6.29
474,17879,Tamako Market Specials,Comedy,Special,6,12141,6.29
475,32932,Choujuu Giga,Romance,ONA,Unknown,466,6.28
476,25495,fake!fake!,Music,Music,1,548,6.28
477,14519,Neko Ramen: Ore no Shouyu Aji,Comedy,ONA,13,256,6.28
478,14583,Rinne no Lagrange Specials,Comedy,Special,6,3291,6.28
479,9002,True Tears: Raigomaru to Jibeta no Monogatari,Kids,Special,1,5110,6.28
480,29123,World Calling,Music,Music,1,578,6.28
481,23365,By Your Side,Music,Music,1,550,6.27
482,33045,Dream Festival!,Music,ONA,12,4761,6.27
483,17815,Kyoto Animation: Kasa-hen,Fantasy,Special,1,2317,6.27
484,29765,Metropolis (2009),,Movie,1,313,6.27
485,7415,Mukougaoka Chisato wa Tada Mitsumeteita no Datta,Music,Music,1,794,6.27
486,32309,Tabi Machi Late Show,Drama,TV,4,5430,6.27
487,20053,Wizard Barristers: Benmashi Cecil,Magic,TV,12,38188,6.27
488,5133,100-man-nen Chikyuu no Tabi: Bander Book,Sci-Fi,Special,1,429,6.26
489,9951,Jiu Se Lu,Supernatural,Movie,1,775,6.26
490,13789,Little Nemo Pilot,Adventure,Special,1,407,6.26
491,8792,Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,Comedy,OVA,1,6996,6.26
492,7876,Oz no Mahoutsukai,Fantasy,Movie,1,357,6.26
493,2388,Tachiguishi Retsuden,Comedy,Movie,1,445,6.26
494,32548,Imawa no Kuni no Alice,Action,ONA,1,824,6.25
495,6932,Kemono to Chat,Comedy,OVA,1,1175,6.25
496,4461,Kouchou-sensei to Kujira,Drama,Movie,1,1441,6.25
497,8919,Licca-chan no Nichiyoubi,Adventure,OVA,1,289,6.25
498,4187,Megumi,Historical,ONA,1,1105,6.25
499,13855,Queen&#039;s Blade: Rebellion Specials,Ecchi,Special,6,4989,6.25
500,13495,Tokyo Disney Resort: Yume ga Kanau Basho,Slice of Life,Special,1,727,6.25
501,12121,Towa no Kizuna,Music,Music,1,1692,6.25
502,9846,Attraction,Mystery,ONA,1,1430,6.24
503,2827,Calimero,Comedy,TV,45,2279,6.24
504,11471,Dororo,Action,Special,1,278,6.24
505,9423,Koko ni Iru,Slice of Life,ONA,1,401,6.24
506,30916,The Five Killers,Action,ONA,1,312,6.24
507,748,True Love Story,Romance,OVA,3,3409,6.24
508,30100,Black Bullet: Tenchuu＊Girls,Fantasy,Special,1,6806,6.23
509,10354,Kakomareta Sekai,Drama,ONA,1,786,6.22
510,30168,Miss Monochrome: Watashi dake no Monogatari,Music,Music,1,1634,6.22
511,8312,Piece,Music,Music,1,1143,6.22
512,8928,Visions of Frank: Short Films by Japan&#039;s Most Audacious Animators,Dementia,Movie,9,267,6.22
513,9944,Hime Gal♥Paradise,Shoujo,OVA,9,563,6.21
514,6071,Juuippiki no Neko,Fantasy,Movie,1,400,6.21
515,3336,Mezame no Hakobune,Fantasy,OVA,1,1867,6.21
516,7416,Socket,Kids,OVA,1,157,6.21
517,9911,Houkago no Pleiades,Magic,ONA,4,13618,6.2
518,7532,Kuroi Kikori to Shiroi Kikori,Fantasy,Movie,1,179,6.2
519,12447,Ben-To Picture Drama,Comedy,Special,6,6718,6.19
520,15993,Ginga e Kickoff!!: Natsuyasumi Special,Sports,Special,1,762,6.19
521,21587,Mou Hitotsu no Mirai wo.,Sci-Fi,ONA,3,6580,6.19
522,10688,Muybridge no Ito,Drama,Movie,1,797,6.19
523,21441,Taisei Kensetsu: Sri Lanka Kousokudouro,Drama,Special,1,1906,6.19
524,20355,Zeonic Toyota Special Movie,Cars,ONA,2,1251,6.19
525,3259,Lemon Angel (1988),Ecchi,TV,9,567,6.18
526,7004,Shin Calimero,Comedy,TV,52,1016,6.18
527,10908,Kakko Kawaii Sengen! 2,Comedy,TV,10,324,6.17
528,22847,Kara no Kyoukai: Mirai Fukuin - Manner Movie,Drama,Movie,1,4260,6.17
529,4689,Kaze no Toori Michi,Music,Music,1,1902,6.17
530,6268,Sekishoku Elegy,Romance,OVA,1,397,6.17
531,17209,Suzy&#039;s Zoo: Daisuki! Witzy - Happy Birthday,Kids,Special,1,158,6.17
532,32353,Bonobono (2016),Comedy,TV,Unknown,760,6.16
533,33281,Mori no Andou,Comedy,ONA,1,623,6.17
534,32805,Nyanbo!,Comedy,TV,26,2886,6.16
535,32826,Yuuki no Baton,Music,Music,1,549,6.16
536,5503,Atagoal wa Neko no Mori,Kids,Movie,1,483,6.15
537,4907,Daikyouryuu Jidai,Sci-Fi,Movie,1,275,6.15
538,9445,Gunparade Orchestra OVA,Mecha,OVA,3,394,6.15
539,4126,Mahou no Tenshi Creamy Mami: Lovely Serenade,Music,Music,1,385,6.15
540,8409,Marie &amp; Gali ver. 2.0,Comedy,TV,30,499,6.15
541,21649,Mitsuwano,Slice of Life,OVA,1,2794,6.15
542,9575,Nodoka Mori no Doubutsu Daisakusen,Fantasy,Special,1,160,6.15
543,29801,The iDOLM@STER Million Live! 1st Anniversary PV,Drama,Special,1,1292,6.15
544,10261,Toufu Kozou,Comedy,Movie,1,295,6.15
545,25077,Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,Music,OVA,1,1455,6.14
546,32747,Fake Style II,Music,Music,1,82,6.14
547,32745,Fake Style,Music,Music,1,85,6.13
548,25113,Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu,Music,Special,1,863,6.13
549,15505,Shining Hearts: Shiawase no Pan Specials,Fantasy,Special,6,1572,6.13
550,23483,Decorator,Music,Music,1,880,6.12
551,10691,Downloader,Music,Music,1,3680,6.12
552,4917,Ginga Tansa 2100-nen: Border Planet,Sci-Fi,Special,1,336,6.12
553,12665,"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal",Comedy,Special,1,12967,6.13
554,27997,Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!! OVA,Magic,OVA,2,362,6.11
555,33201,Ojisan to Marshmallow Special,Comedy,Special,1,6392,6.11
556,4471,Shin SOS Dai Tokyo Tankentai,Adventure,Movie,1,977,6.11
557,7668,Suki Desu Suzuki-kun!!,Romance,OVA,2,3514,6.11
558,7174,Usaru-san,Kids,Special,4,822,6.11
559,19447,Arata Kangatari Picture Drama,Fantasy,Special,6,1129,6.1
560,14537,Cinnamon no Parade,Fantasy,ONA,1,186,6.1
561,8855,Eiyuu Gaiden Mozaicka,Fantasy,OVA,4,558,6.1
562,4091,Kagami no Genon,Slice of Life,Movie,1,1803,6.1
563,8668,Seikon no Qwaser Picture Drama,Ecchi,Special,16,8932,6.1
564,3849,The SoulTaker: Tamashii-gari - Komugi Daisakusen,Comedy,Special,3,1266,6.1
565,10799,Chime,Music,Music,1,3125,6.09
566,30886,Mu Di,Music,Movie,1,145,6.09
567,6809,Toshi Densetsu Monogatari Hikiko,Horror,OVA,1,2963,6.09
568,8181,Adachi-ga Hara,Sci-Fi,Movie,1,516,6.08
569,19521,GAME OVER feat. Hatsune Miku,Music,Music,1,1400,6.08
570,6993,Koneko no Rakugaki,Comedy,Movie,1,547,6.08
571,32338,Yes! BanG_Dream!,Music,Music,1,353,6.06
572,15423,Antinotice,Music,Music,1,744,6.07
573,3205,Cream Lemon: Lemon Angel,Ecchi,TV,37,1068,6.07
574,11543,Hate You,Music,Music,1,1222,6.07
575,32748,La Primavera,Music,Music,1,86,6.07
576,22735,Oreca Battle,Game,TV,51,1632,6.07
577,24179,Strobe Light,Music,Music,1,313,6.07
578,13691,Taisei Kensetsu: Shin Doha Kokusai Kuukou,Drama,Special,1,1705,6.07
579,5263,Tomorrow&#039;s Song,Music,Music,1,507,6.07
580,25875,"Wake Up, Girl Zoo!",Comedy,ONA,10,3308,6.07
581,32382,"Wake Up, Girls! no Miyagi PR Yarasete Kudasai!",Drama,Special,1,535,6.1
582,29778,Himitsu Spark,Music,Music,1,367,6.06
583,1991,Juusou Kikou Dancougar Nova,Mecha,TV,12,3326,6.06
584,28991,Ninja &amp; Soldier,Psychological,Movie,1,166,6.06
585,6798,Saa Ikou! Tamagotchi,Kids,TV,12,487,6.06
586,4158,Dore Dore no Uta,Music,Music,1,1658,6.05
587,5785,G-9,Fantasy,OVA,1,1693,6.05
588,8213,Hoka Hoka Kazoku,Comedy,TV,1428,194,6.05
589,3805,Kaitou Tenshi Twin Angel,Magic,OVA,2,3442,6.05
590,3264,Lemon Angel (1988/II),Ecchi,TV,8,462,6.05
591,8176,Teinenpi Shoujo Haiji,Comedy,ONA,8,216,6.05
592,33548,Babyshiba,Comedy,Special,6,129,6.04
593,31631,Monster Hunter Stories: Ride On,Fantasy,TV,48,6848,6.03
594,15769,Shining Hearts: Shiawase no Pan - Kokoro ga Todoita Picture Drama,Fantasy,Special,6,1292,6.04
595,15749,Chiisana Ojisan,Slice of Life,TV,30,478,6.03
596,33236,Committed RED,Music,Music,1,140,6.03
597,10217,Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!,Magic,TV,12,4669,6.03
598,3267,Kingdom of Chaos: Born to Kill,Fantasy,OVA,4,496,6.02
599,32695,Match Shoujo,,ONA,1,242,6.02
600,29323,"Oyaji no, Imo no Kamisama.",Slice of Life,Special,1,202,6.02
601,16506,Three Monks,Music,Movie,1,196,6.02
602,3685,4-Day Weekend,Music,Music,1,1712,6.01
603,32750,Ashita e Mukau Hito,Music,Music,1,105,6.02
604,9732,Full Moon Party,Music,Music,1,1020,6.01
605,30133,"Ima, Futari no Michi",Drama,Special,1,352,6.01
606,17141,Kara The Animation,Action,TV,5,572,6.01
607,8333,Kodomo no Keijijougaku,Fantasy,ONA,1,543,6.0
608,2616,Sora Iro no Tane,Kids,Special,1,2016,6.0
609,30289,Dededen,Slice of Life,Special,5,158,5.99
610,24975,Ghibli ga Ippai Special Short Short,Slice of Life,Special,10,733,5.99
611,18643,Kita e: Pure Session,Music,Music,1,212,5.99
612,8936,Melody,Drama,ONA,1,1018,5.99
613,28665,Nenga no Kizuna,Slice of Life,ONA,1,178,5.99
614,19727,Nexus,Music,Music,1,1884,5.99
615,18419,Boku no Imouto wa &quot;Osaka Okan&quot;: Uchi no Oniichan wa Tokyo Rule,Comedy,Special,1,2297,5.98
616,19519,Dream Creator feat. GUMI,Music,Music,1,571,5.98
617,7466,Hashire!,Comedy,ONA,1,556,5.98
618,11715,Kamisama Dolls Specials,Comedy,Special,6,4985,5.98
619,21081,Yu Bang Xiang Zheng,Historical,Movie,1,216,5.98
620,1223,Ame to Shoujo to Watashi no Tegami,Shoujo,ONA,1,6686,5.97
621,30053,Bab Mook Ja,Slice of Life,Movie,1,306,5.97
622,9627,Kakko Kawaii Sengen!,Comedy,TV,5,590,5.97
623,29770,Kikyuu,Music,Music,1,247,5.97
624,6355,Marie &amp; Gali Episode Zero,Comedy,Special,1,802,5.97
625,6412,Yuki Terai,Music,OVA,6,280,5.97
626,16405,Boku no Imouto wa &quot;Osaka Okan&quot;,Comedy,TV,12,12917,5.96
627,6721,Dark Side Cat,Action,ONA,6,1821,5.96
628,17693,Erementar Gerad: Aozora no Senki,Music,Music,1,759,5.96
629,19187,Fake Doll,Music,Music,1,893,5.96
630,33905,Hatsune Miku: Hiyashite Narasou Okashi no Ii Oto,Music,ONA,1,578,5.97
631,13233,Mugen no Ryvius: Illusion,Comedy,Special,6,517,5.96
632,9167,Shukufuku no Campanella Specials,Ecchi,Special,6,2817,5.96
633,20557,11eyes Picture Drama,Comedy,Special,13,2505,5.95
634,23781,Blade &amp; Soul Specials,Comedy,Special,7,5167,5.95
635,30499,Rolling☆Girls: Chibi☆Rolling☆Girls Korokoro Gekijou,Slice of Life,Special,12,2111,5.95
636,9608,Yuri Seijin Naoko-san,Comedy,OVA,1,9485,5.95
637,5842,Kotatsu Neko (ONA),Comedy,ONA,2,678,5.94
638,3990,Kumo to Tulip,Adventure,Movie,1,843,5.94
639,23229,Meshimase Lodoss-tou Senki: Sorette Oishii no?,Comedy,TV,13,1187,5.94
640,16381,Santa Company,Fantasy,Movie,1,2659,5.94
641,27613,Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,Comedy,Special,3,5505,5.94
642,33105,"Wake Up, Girl Zoo! Miyagi PR de Go!",Comedy,Special,1,283,5.94
643,29707,Yume no Ukiyo ni Saitemina,Music,Music,1,397,5.94
644,20463,Little Nemo Pilot (1987),Adventure,Special,1,267,5.93
645,4823,Youkai Ningen Bem (2006),Horror,TV,26,1070,5.93
646,13255,Haru wa Kuru,Adventure,ONA,1,547,5.92
647,7561,Kaitou Reinya,Comedy,TV,12,2087,5.92
648,16255,Meisou-Ou Border,Adventure,OVA,1,187,5.92
649,24995,Moon Festa,Music,Music,1,103,5.92
650,32735,Persona 3 the Movie Meets “Walkman”,Drama,ONA,1,937,5.91
651,1989,Shizuku,Comedy,Movie,1,1484,5.91
652,983,Cosplay Complex: Extra Identification,Comedy,OVA,1,2145,5.9
653,32755,Gregorio,Music,Music,1,89,5.9
654,28439,Hatsune Miku x Tetsuya Nomura,Music,Special,1,1232,5.9
655,30080,Inishie no Megami to Houseki no Ite,Action,ONA,1,143,5.9
656,31972,Tang Lang Bu Chan,Historical,Movie,1,112,5.9
657,32853,7-kakan.,Music,Music,1,143,5.88
658,8526,Honey Tokyo,Sci-Fi,ONA,1,1410,5.88
659,19185,HORIZON feat. Hatsune Miku,Music,Music,1,1297,5.88
660,13373,Kyoto Animation: Hana-hen,Slice of Life,Special,1,2483,5.88
661,31830,lilac (bombs Jun Togawa),Music,Music,1,175,5.88
662,9667,Super Speed,Music,Music,1,691,5.88
663,5662,Suteneko Tora-chan,Music,Movie,1,615,5.88
664,30199,Hakimono to Kasa no Monogatari,Music,Music,1,108,5.87
665,8920,Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,Horror,OVA,1,418,5.87
666,21773,Sugar*Soldier,Shoujo,Special,3,6738,5.87
667,9502,Egao no Hana,Music,Music,1,670,5.86
668,31769,Kojiki: Hyuuga-hen,Historical,Movie,1,148,5.86
669,6907,Mikan-Seijin,Comedy,TV,26,258,5.86
670,28631,Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,Action,ONA,2,217,5.86
671,1933,Growlanser IV: Wayfarer of the Time,Action,OVA,1,931,5.85
672,31300,Irodorimidori: Change Our Mirai!,Music,Music,1,721,5.85
673,21421,Mahou Shoujo Taisen,Magic,TV,26,12783,5.85
674,9826,Okubyou na Venus,Music,OVA,1,223,5.85
675,4103,Oval x Over,Cars,OVA,1,557,5.85
676,2311,Shounen Kenya,Adventure,Movie,1,816,5.85
677,31073,Show By Rock!!: Plasmagica na Gogo,Comedy,ONA,3,469,5.85
678,17387,Imokawa Mukuzo: Genkanban no Maki,Comedy,Movie,1,208,5.83
679,4104,Mini Moni the TV,Comedy,TV,15,273,5.84
680,15127,Sakura Taisen: Kanadegumi,Shoujo,OVA,1,1630,5.84
681,4718,AIKa: Special Trial,Ecchi,Special,1,4116,5.83
682,13407,Doudou,Fantasy,OVA,2,234,5.83
683,33549,Mame-Mofu Collab Animation,Comedy,ONA,1,119,5.83
684,21771,Romantica Clock,Shoujo,Special,3,8491,5.83
685,30920,Utopa,Sci-Fi,Movie,1,590,5.83
686,5232,Band of Ninja,Action,Movie,1,748,5.82
687,10375,Denshinbashira no Okaasan,Drama,Movie,1,224,5.82
688,13309,Kyoto Animation: Hoshi-hen,Fantasy,Special,1,2295,5.82
689,33274,Onara Gorou,Comedy,TV,13,5117,5.82
690,16936,Boku no Imouto wa &quot;Osaka Okan&quot;: Haishin Gentei Osaka Okan.,Comedy,ONA,1,2738,5.81
691,11511,Evidence,Music,Music,1,705,5.81
692,25943,Hacka Doll,Fantasy,Special,2,2961,5.81
693,31310,Ishikeri,Comedy,Movie,1,207,5.81
694,21715,Makkuramori no Uta,Music,Music,1,117,5.81
695,5330,Alice in Cyberland,Action,OVA,1,605,5.8
696,21267,Go! Go! 575,Slice of Life,TV,4,7755,5.8
697,22293,Mahou no Yousei Persia: Escape!,Music,Music,1,192,5.8
698,9561,Shokupan Mimi,Comedy,TV,12,803,5.8
699,6835,Umi no Mizu wa Naze Karai,Historical,Movie,1,531,5.8
700,7453,AIKa Zero Picture Drama,Ecchi,Special,3,2554,5.79
701,19233,Around,Slice of Life,Movie,1,468,5.79
702,4458,Bavel no Hon,Kids,Special,1,1906,5.79
703,3684,Dimension Loop,Sci-Fi,OVA,1,1805,5.79
704,33187,Katsudou Shashin,,Movie,1,607,5.79
705,8697,Mizutori,Music,Music,1,275,5.79
706,8898,Circuit Angel: Ketsui no Starting Grid,Action,OVA,1,424,5.78
707,13141,Shibainuko-san,Comedy,TV,26,6204,5.78
708,19945,Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou,Comedy,Special,5,3265,5.78
709,10313,Dallos Special,Fantasy,Movie,1,301,5.77
710,6667,Love to Live By,Music,Music,1,911,5.77
711,32191,Okitegami Kyouko no Bibouroku x Monogatari,Supernatural,ONA,1,1771,5.77
712,3473,Souseiki,Parody,Movie,1,959,5.77
713,4709,Aesop&#039;s World,Kids,TV,26,261,5.76
714,31908,"Ai think so,",Music,Music,1,203,5.77
715,13089,Hana to Mogura,Comedy,Movie,1,210,5.76
716,30425,Wake Up! Dodo,Music,Music,1,140,5.76
717,19137,EDEN,Music,Music,1,1159,5.75
718,32761,Gekkou Shokudou,Music,Music,1,92,5.75
719,27793,It Girl,Music,Music,1,961,5.75
720,6684,Marie &amp; Gali Special,Comedy,Special,1,407,5.75
721,32699,Minions x Godzilla x Toho Cinema Collaboration Tokubetsu Eizou,Comedy,Special,1,123,5.75
722,25639,Toilet no Kamisama,Music,Music,1,165,5.75
723,31880,B Who I Want 2 B,Music,Music,1,413,5.74
724,28077,"Go! Go! 575: Meippai ni, Hajiketeru?",Slice of Life,Special,1,1628,5.74
725,32875,Shokupan Mimi Specials,Comedy,Special,4,122,5.74
726,17811,Kyoto Animation: Hassou-hen,Fantasy,Special,1,2246,5.73
727,24011,Lance N&#039; Masques,Fantasy,TV,12,31827,5.73
728,21089,Lost Forest,Music,Music,1,302,5.72
729,23375,Minarai Diva,Music,TV,10,982,5.73
730,24199,Oosouji,Music,Music,1,346,5.73
731,13259,Kyoto Animation: Ajisai-hen,Magic,Special,1,2682,5.72
732,7524,Mahou no Pen,Historical,Movie,1,152,5.72
733,33910,Marine Bloomin&#039;,Music,Music,1,123,5.72
734,30576,Pareo wa Emerald,Music,Music,1,128,5.72
